family,best_variant,val_accuracy,val_f1_macro,test_accuracy,test_f1_macro
tfidf_word_char_svm,wc_svm_wmf30000_cmf30000_C1.0,0.7913333333333333,0.7901423679539574,0.7917360879706764,0.7911274213767701
fasttext_supervised,wordNgrams=3_dim=120_epoch=20,0.7873333333333333,0.7859634997316156,0.7910696434521826,0.7902983624984495
static_embedding_avg,word2vec+mlp,0.674,0.6662205656366905,0.7037654115294901,0.7025478593982899
